year,state,party,candidatevotes,totalvotes
2000,Minnesota,constitution party,3272,2438685
2000,Minnesota,reform party,2294,2438685
2000,Minnesota,socialist workers,1022,2438685
2000,Minnesota,,28,2438685
2000,Mississippi,republican,572844,994184
2000,Mississippi,democrat,404614,994184
2000,Mississippi,independent,8735,994184
2000,Mississippi,constitution party,3267,994184
2000,Mississippi,reform party,2265,994184
2000,Mississippi,libertarian,2009,994184
2000,Mississippi,natural law,450,994184
2000,Missouri,republican,1189924,2359892
2000,Missouri,democrat,1111138,2359892
2000,Missouri,green,38515,2359892
2000,Missouri,reform party,9818,2359892
2000,Missouri,libertarian,7436,2359892
2000,Missouri,constitution party,1957,2359892
2000,Missouri,natural law,1104,2359892
2000,Montana,republican,240178,410986
2000,Montana,democrat,137126,410986
2000,Montana,green,24437,410986
2000,Montana,reform party,5697,410986
2000,Montana,libertarian,1718,410986
2000,Montana,constitution party,1155,410986
2000,Montana,natural law,675,410986
2000,Nebraska,republican,433862,697019
2000,Nebraska,democrat,231780,697019
2000,Nebraska,green,24540,697019
2000,Nebraska,nominated by petition,4114,697019
2000,Nebraska,libertarian,2245,697019
2000,Nebraska,natural law,478,967019
2000,Nevada,republican,301575,609426
2000,Nevada,democrat,279978,609426
2000,Nevada,green,15008,609426
2000,Nevada,citizens first,4747,609426
2000,Nevada,,3315,609426
2000,Nevada,libertarian,3311,609426
2000,Nevada,independent american,621,609426
2000,Nevada,natural law,415,609426
2000,Nevada,,282,609426
2000,Nevada,,174,609426
2000,New Hampshire,republican,273559,569081
2000,New Hampshire,democrat,266348,569081
2000,New Hampshire,green,22198,569081
2000,New Hampshire,libertarian,2757,569081
2000,New Hampshire,independence,2615,569081
2000,New Hampshire,,1276,569081
2000,New Hampshire,constitution party,328,569081
2000,New Jersey,democrat,1788850,3187226
2000,New Jersey,republican,1284173,3187226
2000,New Jersey,independent,114203,3187226
2000,New Mexico,democrat,286783,598605
2000,New Mexico,republican,286417,598605
2000,New Mexico,green,21251,598605
2000,New Mexico,libertarian,2058,598605
2000,New Mexico,reform party,1392,598605
2000,New Mexico,natural law,361,598605
2000,New Mexico,constitution party,343,598605
2000,New York,democrat,3942215,6960215
2000,New York,republican,2258577,6960215
2000,New York,green,244030,6960215
2000,New York,conservative,144797,6960215
2000,New York,,138216,6960215
2000,New York,working families,88395,6960215
2000,New York,liberal party,77087,6960215
2000,New York,right-to-life,25175,6960215
2000,New York,independence,24361,6960215
2000,New York,libertarian,7649,6960215
2000,New York,reform party,6424,6960215
2000,New York,socialist workers,1789,6960215
2000,New York,constitution party,1498,6960215
2000,New York,socialist,2,6960215
2000,North Carolina,republican,1631163,2914990
2000,North Carolina,democrat,1257692,2914990
2000,North Carolina,libertarian,13891,2914990
2000,North Carolina,reform party,8874,2914990
2000,North Carolina,socialist,3370,2914990
2000,North Dakota,republican,174852,288256
2000,North Dakota,democrat,95284,288256
2000,North Dakota,independent,10459,288256
2000,North Dakota,reform party,7288,288256
2000,North Dakota,constitution party,373,288256
2000,Ohio,republican,2350363,4701998
2000,Ohio,democrat,2183628,4701998
2000,Ohio,,148353,4701998
2000,Ohio,libertarian,13473,4701998
2000,Ohio,natural law,6181,4701998
2000,Oklahoma,republican,744337,1234229
2000,Oklahoma,democrat,474276,1234229
2000,Oklahoma,reform party,9014,1234229
2000,Oklahoma,libertarian,6602,1234229
2000,Oregon,democrat,720342,1533950
2000,Oregon,republican,713577,1533950
2000,Oregon,green,77357,1533950
2000,Oregon,libertarian,7447,1533950
2000,Oregon,independent,7063,1533950
2000,Oregon,,3401,1533950
2000,Oregon,reform party,2574,1533950
2000,Oregon,constitution party,2189,1533950
2000,Pennsylvania,democrat,2485967,4912185
2000,Pennsylvania,republican,2281127,4912185
2000,Pennsylvania,green,103392,4912185
2000,Pennsylvania,reform party,16023,4912185
2000,Pennsylvania,constitution party,14428,4912185
2000,Pennsylvania,libertarian,11248,4912185
2000,Rhode Island,democrat,249508,409112
2000,Rhode Island,republican,130555,409112
2000,Rhode Island,green,25052,409112
2000,Rhode Island,reform party,2273,409112
2000,Rhode Island,libertarian,742,409112
2000,Rhode Island,,329,409112
2000,Rhode Island,natural law,271,409112
2000,Rhode Island,workers world,199,409112
2000,Rhode Island,constitution party,97,409112
2000,Rhode Island,socialist,52,409112
2000,Rhode Island,socialist workers,34,409112
2000,South Carolina,republican,786892,1383902
2000,South Carolina,democrat,566037,1383902
2000,South Carolina,united citizens,20279,1383902
2000,South Carolina,libertarian,4760,1383902
2000,South Carolina,reform party,3309,1383902
2000,South Carolina,constitution party,1682,1383902
2000,South Carolina,natural law,943,1383902
2000,South Dakota,republican,190700,316269
2000,South Dakota,democrat,118804,316269
2000,South Dakota,reform party,3322,316269
2000,South Dakota,independent,1781,316269
2000,South Dakota,libertarian,1662,316269
2000,Tennessee,republican,1061949,2076181
2000,Tennessee,democrat,981720,2076181
2000,Tennessee,independent,32084,2076181
2000,Tennessee,,428,2076181
2000,Texas,republican,3799639,6407637
2000,Texas,democrat,2433746,6407637
2000,Texas,green,137994,6407637
2000,Texas,libertarian,23160,6407637
2000,Texas,independent,12394,6407637
2000,Texas,,704,6407637
2000,Utah,republican,515096,770754
2000,Utah,democrat,203053,770754
2000,Utah,green,35850,770754
2000,Utah,reform party,9319,770754
2000,Utah,libertarian,3616,770754
2000,Utah,independent american,2709,770754
2000,Utah,natural law,763,770754
2000,Utah,socialist workers,186,770754
2000,Utah,no party affiliation,161,770754
2000,Utah,,1,770754
2000,Vermont,democrat,149022,294308
2000,Vermont,republican,119775,294308
2000,Vermont,progressive/green,20374,294308
2000,Vermont,reform party,2192,294308
2000,Vermont,vermont grassroots,1044,294308
2000,Vermont,libertarian,784,294308
2000,Vermont,,514,294308
2000,Vermont,natural law,219,294308
2000,Vermont,liberty union party,161,294308
2000,Vermont,constitution party,153,294308
2000,Vermont,socialist workers,70,294308
2000,Virginia,republican,1437490,2739447
2000,Virginia,democrat,1217290,2739447
2000,Virginia,green,59398,2739447
2000,Virginia,libertarian,15198,2739447
2000,Virginia,reform party,5455,2739447
2000,Virginia,,2807,2739447
2000,Virginia,conservative,1809,2739447
2000,Washington,democrat,1247652,2487433
2000,Washington,republican,1108864,2487433
2000,Washington,green,103002,2487433
2000,Washington,libertarian,13135,2487433
2000,Washington,freedom,7171,2487433
2000,Washington,natural law,2927,2487433
2000,Washington,constitution party,1989,2487433
2000,Washington,workers world,1729,2487433
2000,Washington,socialist,660,2487433
2000,Washington,socialist workers,304,2487433
2000,West Virginia,republican,336475,648124
2000,West Virginia,democrat,295497,648124
2000,West Virginia,green,10680,648124
2000,West Virginia,reform party,3169,648124
2000,West Virginia,libertarian,1912,648124
2000,West Virginia,natural law,367,648124
2000,West Virginia,,24,648124
2000,Wisconsin,democrat,1242987,2598607
2000,Wisconsin,republican,1237279,2598607
2000,Wisconsin,green,94070,2598607
2000,Wisconsin,independent,13693,2598607
2000,Wisconsin,libertarian,6640,2598607
2000,Wisconsin,constitution party,2042,2598607
2000,Wisconsin,,1896,2598607
2000,Wyoming,republican,147947,213726
2000,Wyoming,democrat,60481,213726
2000,Wyoming,reform party,2724,213726
2000,Wyoming,libertarian,1443,213726
2000,Wyoming,independent,720,213726
2000,Wyoming,natural law,411,213726
2004,Alabama,republican,1176394,1883415
2004,Alabama,democrat,693933,1883415
2004,Alabama,independent,12190,1883415
2004,Alabama,,898,1883415
2004,Alaska,republican,190889,312598
2004,Alaska,democrat,111025,312598
2004,Alaska,populist,5069,312598
2004,Alaska,alaskan independence party,2092,312598
2004,Alaska,libertarian,1675,312598
2004,Alaska,green,1058,312598
2004,Alaska,,790,312598
2004,Arizona,republican,1104294,2012585
2004,Arizona,democrat,893524,2012585
2004,Arizona,libertarian,11856,2012585
2004,Arizona,,2911,2012585
2004,Arkansas,republican,572898,1054945
2004,Arkansas,democrat,469953,1054945
2004,Arkansas,populist,6171,1054945
2004,Arkansas,libertarian,2352,1054945
2004,Arkansas,constitution party,2083,1054945
2004,Arkansas,green,1488,1054945
2004,California,democrat,6745485,12421353
2004,California,republican,5509826,12421353
2004,California,libertarian,50165,12421353
2004,California,green,40771,12421353
2004,California,peace & freedom,27607,12421353
2004,California,american independent party,26645,12421353
2004,California,,20854,12421353
2004,Colorado,republican,1101255,2129630
2004,Colorado,democrat,1001732,2129630
2004,Colorado,reform party,12718,2129630
2004,Colorado,libertarian,7664,2129630
2004,Colorado,american constitution party,2562,2129630
2004,Colorado,green,1591,2129630
2004,Colorado,unaffiliated,804,2129630
2004,Colorado,concerns of people,378,2129630
2004,Colorado,socialist equality party,329,2129630
2004,Colorado,socialist workers,241,2129630
2004,Colorado,socialist,216,2129630
2004,Colorado,prohibition,140,2129630
2004,Connecticut,democrat,857488,1578769
2004,Connecticut,republican,693826,1578769
2004,Connecticut,petitioning candidate,12969,1578769
2004,Connecticut,green,9564,1578769
2004,Connecticut,libertarian,3367,1578769
2004,Connecticut,concerned citizens,1543,1578769
2004,Connecticut,socialist workers,12,1578769
2004,Delaware,democrat,200152,375190
2004,Delaware,republican,171660,375190
2004,Delaware,independent,2153,375190
2004,Delaware,libertarian,586,375190
2004,Delaware,constitution party,289,375190
2004,Delaware,green,250,375190
2004,Delaware,natural law,100,375190
2004,District of Columbia,democrat,202970,227586
2004,District of Columbia,republican,21256,227586
2004,District of Columbia,independent,1485,227586
2004,District of Columbia,d.c. statehood green,737,227586
2004,District of Columbia,,506,227586
2004,District of Columbia,libertarian,502,227586
2004,District of Columbia,socialist workers,130,227586
2004,Florida,republican,3964522,7609810
2004,Florida,democrat,3583544,7609810
2004,Florida,reform party,32971,7609810
2004,Florida,libertarian,11996,7609810
2004,Florida,constitution party of florida,6626,7609810
2004,Florida,green,3917,7609810
2004,Florida,socialist party of florida,3502,7609810
2004,Florida,socialist workers,2732,7609810
2004,Georgia,republican,1914254,3301875
2004,Georgia,democrat,1366149,3301875
2004,Georgia,libertarian,18387,3301875
2004,Georgia,,3085,3301875
2004,Hawaii,democrat,231708,429013
2004,Hawaii,republican,194191,429013
2004,Hawaii,green,1737,429013
2004,Hawaii,libertarian,1377,429013
2004,Idaho,republican,409235,598376
2004,Idaho,democrat,181098,598376
2004,Idaho,libertarian,3844,598376
2004,Idaho,constitution party,3084,598376
2004,Idaho,independent,1115,598376
2004,Illinois,democrat,2891550,5274322
2004,Illinois,republican,2345946,5274322
2004,Illinois,libertarian,32442,5274322
2004,Illinois,,4384,5274322
2004,Indiana,republican,1479438,2468002
2004,Indiana,democrat,969011,2468002
2004,Indiana,libertarian,18058,2468002
2004,Indiana,,1495,2468002
2004,Iowa,republican,751957,1506908
2004,Iowa,democrat,741898,1506908
2004,Iowa,,6149,1506908
2004,Iowa,libertarian,2992,1506908
2004,Iowa,constitution party,1304,1506908
2004,Iowa,green,1141,1506908
2004,Iowa,,1094,1506908
2004,Iowa,socialist workers,373,1506908
2004,Kansas,republican,736456,1187756
2004,Kansas,democrat,434993,1187756
2004,Kansas,reform party,9348,1187756
2004,Kansas,libertarian,4013,1187756
2004,Kansas,independent,2899,1187756
2004,Kansas,,47,1187756
2004,Kentucky,republican,1069439,1795882
2004,Kentucky,democrat,712733,1795882
2004,Kentucky,independent,8856,1795882
2004,Kentucky,libertarian,2619,1795882
2004,Kentucky,constitution party,2213,1795882
2004,Kentucky,,22,1795882
2004,Louisiana,republican,1102169,1943106
2004,Louisiana,democrat,820299,1943106
2004,Louisiana,independent,7032,1943106
2004,Louisiana,constitution party,5203,1943106
2004,Louisiana,libertarian,2781,1943106
2004,Louisiana,protecting working families,1795,1943106
2004,Louisiana,prohibition,1566,1943106
2004,Louisiana,green,1276,1943106
2004,Louisiana,socialist,985,1943106
2004,Maine,democrat,396842,740752
2004,Maine,republican,330201,740752
2004,Maine,independent,8069,740752
2004,Maine,green,2936,740752
2004,Maine,libertarian,1965,740752
2004,Maine,constitution party,735,740752
2004,Maine,,4,740752
2004,Maryland,democrat,1334493,2384238
2004,Maryland,republican,1024703,2384238
2004,Maryland,populist,11854,2384238
2004,Maryland,libertarian,6094,2384238
2004,Maryland,green,3632,2384238
2004,Maryland,constitution party,3421,2384238
2004,Maryland,unaffiliated,34,2384238
2004,Maryland,democrat,7,2384238
2004,Massachusetts,democrat,1803800,2927455
2004,Massachusetts,republican,1071109,2927455
2004,Massachusetts,,15067,2927455
2004,Massachusetts,libertarian,15022,2927455
2004,Massachusetts,green-rainbow,10623,2927455
2004,Massachusetts,,7028,2927455
2004,Massachusetts,independent,4806,2927455
2004,Michigan,democrat,2479183,4839252
2004,Michigan,republican,2313746,4839252
2004,Michigan,no party affiliation,24035,4839252
2004,Michigan,libertarian,10552,4839252
2004,Michigan,green,5325,4839252
2004,Michigan,u.s. taxpayers party,4980,4839252
2004,Michigan,natural law,1431,4839252
2004,Minnesota,democratic-farmer-labor,1445014,2828387
2004,Minnesota,republican,1346695,2828387
2004,Minnesota,better life,18683,2828387
2004,Minnesota,libertarian,4639,2828387
2004,Minnesota,green,4408,2828387
2004,Minnesota,constitution party,3074,2828387
2004,Minnesota,,2532,2828387
2004,Minnesota,christian freedom party,2387,2828387
2004,Minnesota,socialist equality party,539,2828387
2004,Minnesota,socialist workers,416,2828387
2004,Mississippi,republican,672660,1139824
2004,Mississippi,democrat,457766,1139824
2004,Mississippi,reform party,3175,1139824
2004,Mississippi,libertarian,1793,1139824
2004,Mississippi,constitution party,1758,1139824
2004,Mississippi,independent,1599,1139824
2004,Mississippi,green,1073,1139824
2004,Missouri,republican,1455713,2731364
2004,Missouri,democrat,1259171,2731364
2004,Missouri,libertarian,9831,2731364
2004,Missouri,constitution party,5355,2731364
2004,Missouri,independent,1294,2731364
2004,Montana,republican,266063,450434
2004,Montana,democrat,173710,450434
2004,Montana,independent,6168,450434
2004,Montana,constitution party,1764,450434
2004,Montana,libertarian,1733,450434
2004,Montana,green,996,450434
2004,Nebraska,republican,512814,778186
2004,Nebraska,democrat,254328,778186
2004,Nebraska,reform party,5780,778186
2004,Nebraska,libertarian,2041,778186
2004,Nebraska,nebraska party,1314,778186
2004,Nebraska,green,978,778186
2004,Nebraska,,931,778186
2004,Nevada,republican,418690,829587
2004,Nevada,democrat,397190,829587
2004,Nevada,independent,4838,829587
2004,Nevada,,3688,829587
2004,Nevada,libertarian,3176,829587
2004,Nevada,independent american,1152,829587
2004,Nevada,green,853,829587
2004,New Hampshire,democrat,340511,678287
2004,New Hampshire,republican,331237,678287
2004,New Hampshire,independent,4479,678287
2004,New Hampshire,,1095,678287
2004,New Hampshire,,965,678287
2004,New Jersey,democrat,1911430,3611691
2004,New Jersey,republican,1670003,3611691
2004,New Jersey,independent,30258,3611691
2004,New Mexico,republican,376930,756304
2004,New Mexico,democrat,370942,756304
2004,New Mexico,independent,4053,756304
2004,New Mexico,libertarian,2382,756304
2004,New Mexico,green,1226,756304
2004,New Mexico,constitution party,771,756304
2004,New York,democrat,4180755,7448266
2004,New York,republican,2806993,7448266
2004,New York,conservative,155574,7448266
2004,New York,working families,133525,7448266
2004,New York,independence,84247,7448266
2004,New York,,57230,7448266
2004,New York,peace and justice,15626,7448266
2004,New York,libertarian,11607,7448266
2004,New York,socialist workers,2405,7448266
2004,New York,,304,7448266
2004,North Carolina,republican,1961166,3501007
2004,North Carolina,democrat,1525849,3501007
2004,North Carolina,libertarian,11731,3501007
2004,North Carolina,unaffiliated,2261,3501007
2004,North Dakota,republican,196651,312833
2004,North Dakota,democrat,111052,312833
2004,North Dakota,independent,3756,312833
2004,North Dakota,libertarian,851,312833
2004,North Dakota,constitution party,514,312833
2004,North Dakota,,9,312833
2004,Ohio,republican,2859764,5627903
2004,Ohio,democrat,2741165,5627903
2004,Ohio,,26616,5627903
2004,Ohio,,358,5627903
2004,Oklahoma,republican,959792,1463758
2004,Oklahoma,democrat,503966,1463758
2004,Oregon,democrat,943163,1836782
2004,Oregon,republican,866831,1836782
2004,Oregon,,8956,1836782
2004,Oregon,libertarian,7260,1836782
2004,Oregon,pacific green,5315,1836782
2004,Oregon,constitution party,5257,1836782
2004,Pennsylvania,democrat,2938095,5769590
2004,Pennsylvania,republican,2793847,5769590
2004,Pennsylvania,libertarian,21185,5769590
2004,Pennsylvania,green,6319,5769590
2004,Pennsylvania,constitution party,6318,5769590
2004,Pennsylvania,independent,2656,5769590
2004,Pennsylvania,,1170,5769590
2004,Rhode Island,democrat,259760,437134
2004,Rhode Island,republican,169046,437134
2004,Rhode Island,reform party,4651,437134
2004,Rhode Island,green,1333,437134
2004,Rhode Island,libertarian,907,437134
2004,Rhode Island,nonpartisan,845,437134
2004,Rhode Island,constitution party,339,437134
2004,Rhode Island,workers world,253,437134
2004,South Carolina,republican,937974,1617700
2004,South Carolina,democrat,661669,1617700
2004,South Carolina,independence,5520,1617700
2004,South Carolina,constitution party,5317,1617700
2004,South Carolina,libertarian,3608,1617700
2004,South Carolina,united citizens,2124,1617700
2004,South Carolina,green,1488,1617700
2004,South Dakota,republican,232584,388215
2004,South Dakota,democrat,149244,388215
2004,South Dakota,independent,4320,388215
2004,South Dakota,constitution party,1103,388215
2004,South Dakota,libertarian,964,388215
2004,Tennessee,republican,1384375,2437319
2004,Tennessee,democrat,1036477,2437319
2004,Tennessee,independent,16428,2437319
2004,Tennessee,,39,2437319
2004,Texas,republican,4526917,7410749
2004,Texas,democrat,2832704,7410749
2004,Texas,libertarian,38787,7410749
2004,Texas,,12341,7410749
2004,Utah,republican,663742,927844
2004,Utah,democrat,241199,927844
2004,Utah,unaffiliated,11305,927844
2004,Utah,constitution party,6841,927844
2004,Utah,libertarian,3375,927844
2004,Utah,personal choice,946,927844
2004,Utah,socialist workers,393,927844
2004,Utah,,43,927844
2004,Vermont,democrat,184067,312309
2004,Vermont,republican,121180,312309
2004,Vermont,independent,4494,312309
2004,Vermont,libertarian,1102,312309
2004,Vermont,,957,312309
2004,Vermont,liberty union party,265,312309
2004,Vermont,socialist workers,244,312309
2004,Virginia,republican,1716959,3195415
2004,Virginia,democrat,1454742,3195415
2004,Virginia,libertarian,11032,3195415
2004,Virginia,constitution party,10161,3195415
2004,Virginia,,2521,3195415
2004,Washington,democrat,1510201,2859084
2004,Washington,republican,1304894,2859084
2004,Washington,independent,23283,2859084
2004,Washington,libertarian,11955,2859084
2004,Washington,constitution party,3922,2859084
2004,Washington,green,2974,2859084
2004,Washington,workers world,1077,2859084
2004,Washington,socialist workers,547,2859084
2004,Washington,socialist equality party,231,2859084
2004,West Virginia,republican,423778,755792
2004,West Virginia,democrat,326541,755792
2004,West Virginia,independent,4063,755792
2004,West Virginia,libertarian,1405,755792
2004,West Virginia,,5,755792
2004,Wisconsin,democrat,1489504,2997007
2004,Wisconsin,republican,1478120,2997007
2004,Wisconsin,independent,17272,2997007
2004,Wisconsin,libertarian,6464,2997007
2004,Wisconsin,,2986,2997007
2004,Wisconsin,wisconsin green,2661,2997007
2004,Wyoming,republican,167629,243861
2004,Wyoming,democrat,70776,243861
2004,Wyoming,independent,3372,243861
2004,Wyoming,libertarian,1171,243861
2004,Wyoming,,480,243861
2004,Wyoming,,433,243861
2008,Alabama,republican,1266546,2099819
2008,Alabama,democrat,813479,2099819
2008,Alabama,independent,16089,2099819
2008,Alabama,,3705,2099819
2008,Alaska,republican,193841,326197
2008,Alaska,democrat,123594,326197
2008,Alaska,independent,3783,326197
2008,Alaska,,1730,326197
2008,Alaska,alaskan independence party,1660,326197
2008,Alaska,libertarian,1589,326197
2008,Arizona,republican,1230111,2293475
2008,Arizona,democrat,1034707,2293475
2008,Arizona,libertarian,12555,2293475
2008,Arizona,independent,11301,2293475
2008,Arizona,green,3406,2293475
2008,Arizona,,1395,2293475
2008,Arkansas,republican,638017,1086617
2008,Arkansas,democrat,422310,1086617
2008,Arkansas,independent,12882,1086617
2008,Arkansas,libertarian,4776,1086617
2008,Arkansas,constitution party,4023,1086617
2008,Arkansas,green,3470,1086617
2008,Arkansas,socialism and liberation party,1139,1086617
2008,California,democrat,8274473,13561900
2008,California,republican,5011781,13561900
2008,California,peace & freedom,108381,13561900
2008,California,libertarian,67582,13561900
2008,California,american independent party,40673,13561900
2008,California,green,38774,13561900
2008,California,independent,20236,13561900
2008,Colorado,democrat,1288576,2401361
2008,Colorado,republican,1073589,2401361
2008,Colorado,independent,13350,2401361
2008,Colorado,libertarian,10897,2401361
2008,Colorado,constitution party,6233,2401361
2008,Colorado,america's independent party,3051,2401361
2008,Colorado,green,2822,2401361
2008,Colorado,unaffiliated,828,2401361
2008,Colorado,boston tea party,598,2401361
2008,Colorado,heartquake '08,348,2401361
2008,Colorado,objectivist party,336,2401361
2008,Colorado,socialist,226,2401361
2008,Colorado,socialism and liberation party,158,2401361
2008,Colorado,socialist workers,154,2401361
2008,Colorado,u.s. pacifist party,110,2401361
2008,Colorado,prohibition,85,2401361
2008,Connecticut,democrat,997772,1646792
2008,Connecticut,republican,629428,1646792
2008,Connecticut,independent,19162,1646792
2008,Connecticut,,430,1646792
2008,Delaware,democrat,255459,412412
2008,Delaware,republican,152374,412412
2008,Delaware,independent,2401,412412
2008,Delaware,libertarian,1109,412412
2008,Delaware,constitution party,626,412412
2008,Delaware,green,385,412412
2008,Delaware,socialist workers,58,412412
2008,District of Columbia,democrat,245800,265853
2008,District of Columbia,republican,17367,265853
2008,District of Columbia,,1138,265853
2008,District of Columbia,independent,958,265853
2008,District of Columbia,green,590,265853
2008,Florida,democrat,4282074,8390744
2008,Florida,republican,4045624,8390744
2008,Florida,ecology party of florida,28124,8390744
2008,Florida,libertarian,17218,8390744
2008,Florida,constitution party,7915,8390744
2008,Florida,green,2887,8390744
2008,Florida,america's independent party,2550,8390744
2008,Florida,socialism and liberation party,1516,8390744
2008,Florida,boston tea party,795,8390744
2008,Florida,socialist workers,533,8390744
2008,Florida,objectivist party,419,8390744
2008,Florida,socialist,405,8390744
2008,Florida,,391,8390744
2008,Florida,prohibition,293,8390744
2008,Georgia,republican,2048759,3924486
2008,Georgia,democrat,1844123,3924486
2008,Georgia,libertarian,28731,3924486
2008,Georgia,,1715,3924486
2008,Georgia,independent,1158,3924486
2008,Hawaii,democrat,325871,456064
2008,Hawaii,republican,120566,456064
2008,Hawaii,independent,3825,456064
2008,Hawaii,,2193,456064
2008,Hawaii,libertarian,1314,456064
2008,Hawaii,constitution party,1013,456064
2008,Hawaii,green,979,456064
2008,Hawaii,,303,456064
2008,Idaho,republican,403012,655122
2008,Idaho,democrat,236440,655122
2008,Idaho,independent,7175,655122
2008,Idaho,constitution party,4747,655122
2008,Idaho,libertarian,3658,655122
2008,Idaho,,90,655122
2008,Illinois,democrat,3419348,5522371
2008,Illinois,republican,2031179,5522371
2008,Illinois,independent,30948,5522371
2008,Illinois,libertarian,19642,5522371
2008,Illinois,green,11838,5522371
2008,Illinois,constitution party,8256,5522371
2008,Illinois,new,1149,5522371
2008,Illinois,,11,5522371
2008,Indiana,democrat,1374039,2751054
2008,Indiana,republican,1345648,2751054
2008,Indiana,libertarian,29257,2751054
2008,Indiana,,1201,2751054
2008,Indiana,independent,909,2751054
2008,Iowa,democrat,828940,1537123
2008,Iowa,republican,682379,1537123
2008,Iowa,peace & freedom,8014,1537123
2008,Iowa,,6737,1537123
2008,Iowa,libertarian,4590,1537123
2008,Iowa,constitution party,4445,1537123
2008,Iowa,green,1423,1537123
2008,Iowa,socialist workers,292,1537123
2008,Iowa,socialist,182,1537123
2008,Iowa,socialism and liberation party,121,1537123
2008,Kansas,republican,699655,1235872
2008,Kansas,democrat,514765,1235872
2008,Kansas,independent,10598,1235872
2008,Kansas,libertarian,6706,1235872
2008,Kansas,reform party,4148,1235872
2008,Kentucky,republican,1048462,1826620
2008,Kentucky,democrat,751985,1826620
2008,Kentucky,independent,15378,1826620
2008,Kentucky,libertarian,5989,1826620
2008,Kentucky,constitution party,4694,1826620
2008,Kentucky,,112,1826620
2008,Louisiana,republican,1148275,1960761
2008,Louisiana,democrat,782989,1960761
2008,Louisiana,louisiana taxpayers party,9368,1960761
2008,Louisiana,green,9187,1960761
2008,Louisiana,independent,6997,1960761
2008,Louisiana,constitution party,2581,1960761
2008,Louisiana,socialist workers,735,1960761
2008,Louisiana,socialism and liberation party,354,1960761
2008,Louisiana,prohibition,275,1960761
2008,Maine,democrat,421923,731163
2008,Maine,republican,295273,731163
2008,Maine,independent,10636,731163
2008,Maine,green,2900,731163
2008,Maine,,431,731163
2008,Maryland,democrat,1629467,2631596
2008,Maryland,republican,959862,2631596
2008,Maryland,independent,14713,2631596
2008,Maryland,libertarian,9842,2631596
2008,Maryland,,9205,2631596
2008,Maryland,green,4747,2631596
2008,Maryland,constitution party,3760,2631596
2008,Massachusetts,democrat,1904097,3102995
2008,Massachusetts,republican,1108854,3102995
2008,Massachusetts,independent,28841,3102995
2008,Massachusetts,,22010,3102995
2008,Massachusetts,,14483,3102995
2008,Massachusetts,libertarian,13189,3102995
2008,Massachusetts,green,6550,3102995
2008,Massachusetts,constitution party,4971,3102995
2008,Michigan,democrat,2872579,5001596
2008,Michigan,republican,2048639,5001596
2008,Michigan,natural law,33085,5001596
2008,Michigan,libertarian,23716,5001596
2008,Michigan,u.s. taxpayers party,14685,5001596
2008,Michigan,green,8892,5001596
2008,Minnesota,democrat,1573354,2910369
2008,Minnesota,republican,1275409,2910369
2008,Minnesota,independent,30152,2910369
2008,Minnesota,,9529,2910369
2008,Minnesota,libertarian,9174,2910369
2008,Minnesota,constitution party,6787,2910369
2008,Minnesota,green,5174,2910369
2008,Minnesota,socialist workers,790,2910369
2008,Mississippi,republican,724597,1289865
2008,Mississippi,democrat,554662,1289865
2008,Mississippi,independent,4011,1289865
2008,Mississippi,constitution party,2551,1289865
2008,Mississippi,libertarian,2529,1289865
2008,Mississippi,green,1034,1289865
2008,Mississippi,reform party,481,1289865
2008,Missouri,republican,1445814,2925205
2008,Missouri,democrat,1441911,2925205
2008,Missouri,independent,17813,2925205
2008,Missouri,libertarian,11386,2925205
2008,Missouri,constitution party,8201,2925205
2008,Missouri,,80,2925205
2008,Montana,republican,242763,490109
2008,Montana,democrat,231667,490109
2008,Montana,constitution party,10638,490109
2008,Montana,independent,3686,490109
2008,Montana,libertarian,1355,490109
2008,Nebraska,republican,452979,801281
2008,Nebraska,democrat,333319,801281
2008,Nebraska,independent,5406,801281
2008,Nebraska,nebraska party,2972,801281
2008,Nebraska,,2837,801281
2008,Nebraska,libertarian,2740,801281
2008,Nebraska,green,1028,801281
2008,Nevada,democrat,533736,967848
2008,Nevada,republican,412827,967848
2008,Nevada,,6267,967848
2008,Nevada,independent,6150,967848
2008,Nevada,libertarian,4263,967848
2008,Nevada,independent american,3194,967848
2008,Nevada,green,1411,967848
2008,New Hampshire,democrat,384826,710970
2008,New Hampshire,republican,316534,710970
2008,New Hampshire,independent,3503,710970
2008,New Hampshire,,3359,710970
2008,New Hampshire,libertarian,2748,710970
2008,New Jersey,democrat,2215422,3868237
2008,New Jersey,republican,1613207,3868237
2008,New Jersey,independent,21298,3868237
2008,New Jersey,libertarian,8441,3868237
2008,New Jersey,constitution party,3956,3868237
2008,New Jersey,green,3636,3868237
2008,New Jersey,socialist,699,3868237
2008,New Jersey,vote here,639,3868237
2008,New Jersey,socialist workers,523,3868237
2008,New Jersey,socialism and liberation party,416,3868237
2008,New Mexico,democrat,472422,830158
2008,New Mexico,republican,346832,830158
2008,New Mexico,independent,5327,830158
2008,New Mexico,libertarian,2428,830158
2008,New Mexico,constitution party,1597,830158
2008,New Mexico,green,1552,830158
2008,New York,democrat,4645332,7722019
2008,New York,republican,2418323,7722019
2008,New York,conservative,170475,7722019
2008,New York,independence,163973,7722019
2008,New York,working families,159613,7722019
2008,New York,,84701,7722019
2008,New York,populist,41249,7722019
2008,New York,libertarian,19596,7722019
2008,New York,green,12801,7722019
